2200	4.16665
2210	4.09233
2220	4.08965
2230	4.05082
2240	4.09632
2250	4.07551
2260	4.12795
2270	4.11932
2280	4.07661
2290	4.127
2300	4.11684
2310	4.08398
2320	4.14415
2330	4.13785
2340	4.13697
2350	4.12339
2360	4.04061
2370	4.11409
2380	4.08497
2390	4.10864
2400	4.11048
2410	4.12085
2420	4.13101
2430	4.13613
2440	4.16514
2450	4.16541
2460	4.2208
2470	4.21389
2480	4.21109
2490	4.17817
2500	4.19284
2510	4.1519
2520	4.26396
2530	4.2007
2540	4.23252
2550	4.23542
2560	4.22152
2570	4.21503
2580	4.18828
2590	4.18324
2600	4.16575
2610	4.20842
2620	4.22446
2630	4.206
2640	4.15845
2650	4.17103
2660	4.15751
2670	4.13313
2680	4.14874
2690	4.16482
2700	4.1731
2710	4.15742
2720	4.13709
2730	4.12454
2740	4.16342
2750	4.18279
2760	4.13425
2770	4.18466
2780	4.19308
2790	4.20673
2800	4.16433
2810	4.19039
2820	4.18296
2830	4.22394
2840	4.16958
2850	4.11883
2860	4.13975
2870	4.13
2880	4.17153
2890	4.22628
2900	4.18169
2910	4.18214
2920	4.20659
2930	4.21469
2940	4.20142
2950	4.15176
2960	4.18244
2970	4.20555
2980	4.20887
2990	4.19758
3000	4.19396
3010	4.22993
3020	4.20641
3030	4.15157
3040	4.10778
3050	4.12099
3060	4.11635
3070	4.12041
3080	4.10573
3090	4.06891
3100	4.10056
3110	4.05867
3120	4.01471
3130	4.0773
3140	4.12946
3150	4.14351
3160	4.22113
3170	4.23438
3180	4.19679
3190	4.16629
3200	4.17993
3210	4.10739
3220	4.14102
3230	4.11278
3240	4.14861
3250	4.1686
3260	4.20353
3270	4.26835
3280	4.23966
3290	4.2479
3300	4.22129
3310	4.24868
3320	4.20884
3330	4.20559
3340	4.18105
3350	4.18579
3360	4.19152
3370	4.17088
3380	4.14641
3390	4.18166
3400	4.19983
3410	4.20256
3420	4.17116
3430	4.14769
3440	4.16543
3450	4.12491
3460	4.13618
3470	4.16098
3480	4.17504
3490	4.14443
3500	4.14547
3510	4.17895
3520	4.22141
3530	4.20729
3540	4.16681
3550	4.1207
3560	4.17628
3570	4.13387
3580	4.09713
3590	4.10815
3600	4.18703
3610	4.19574
3620	4.21589
3630	4.14657
3640	4.17053
3650	4.14746
3660	4.20199
3670	4.16017
3680	4.07724
3690	4.10012
3700	4.09811
3710	4.07356
3720	4.13295
3730	4.18149
3740	4.14309
3750	4.14251
3760	4.13789
3770	4.13398
3780	4.08913
3790	4.15712
3800	4.15737
3810	4.09811
3820	4.0894
3830	4.13124
3840	4.13578
3850	4.18614
3860	4.17667
3870	4.18047
3880	4.19759
3890	4.1815
3900	4.19186
3910	4.17716
3920	4.16311
3930	4.14386
3940	4.10186
3950	4.08535
3960	4.14953
3970	4.13085
3980	4.06252
3990	4.02391
4000	4.01196
4010	3.96583
4020	4.09205
4030	4.10508
4040	4.13967
4050	4.16882
4060	4.20314
4070	4.1865
4080	4.1286
4090	4.21826
4100	4.24309
4110	4.20399
4120	4.23891
4130	4.20035
4140	4.19782
4150	4.19208
4160	4.18491
4170	4.18835
4180	4.2421
4190	4.2471
4200	4.22295
4210	4.2608
4220	4.23262
4230	4.20632
4240	4.22289
4250	4.20888
4260	4.1969
4270	4.25255
4280	4.24543
4290	4.18923
4300	4.16033
4310	4.12995
4320	4.18949
4330	4.1743
4340	4.10306
4350	4.0868
4360	4.11879
4370	4.16094
4380	4.19572
4390	4.23016
4400	4.20379
4410	4.22286
4420	4.19958
4430	4.13666
4440	4.09381
4450	4.06086
4460	3.99253
4470	4.07105
4480	4.12698
4490	4.18268
4500	4.22172
4510	4.24103
4520	4.25547
4530	4.21927
4540	4.16924
4550	4.14964
4560	4.2141
4570	4.22671
4580	4.16541
4590	4.16351
4600	4.09735
4610	4.01779
4620	4.07537
4630	4.11363
4640	4.13944
4650	4.1082
4660	4.03733
4670	4.0563
4680	4.09145
4690	4.08391
4700	4.0505
4710	4.1149
4720	4.10304
4730	4.14478
4740	4.15541
4750	4.17217
4760	4.16096
4770	4.15209
4780	4.06198
4790	3.99334
4800	4.07465
4810	4.10491
4820	4.11926
4830	4.17709
4840	4.21898
4850	4.22678
4860	4.27208
4870	4.23715
4880	4.20984
4890	4.18924
4900	4.18796
4910	4.15819
4920	4.17278
4930	4.21295
4940	4.22345
4950	4.22113
4960	4.20396
4970	4.26049
4980	4.27229
4990	4.20944
5000	4.17555
5010	4.19544
5020	4.16302
5030	4.18226
5040	4.1845
5050	4.23436
5060	4.19267
5070	4.18743
5080	4.21552
5090	4.21357
5100	4.22267
5110	4.19444
5120	4.19938
5130	4.18294
5140	4.18023
5150	4.22265
5160	4.1929
5170	4.16196
5180	4.14065
5190	4.17366
5200	4.19026
5210	4.19447
5220	4.26838
5230	4.30697
5240	4.27662
5250	4.25526
5260	4.27808
5270	4.2871
5280	4.25945
5290	4.25654
5300	4.2068
5310	4.17442
5320	4.21351
5330	4.22057
5340	4.21241
5350	4.23729
5360	4.24547
5370	4.2206
5380	4.20838
5390	4.19683
5400	4.16829
5410	4.13068
5420	4.11909
5430	4.0606
5440	4.10315
5450	4.10456
5460	4.13404
5470	4.11236
5480	4.10707
5490	4.11291
5500	4.09024
5510	4.11165
5520	4.13857
5530	4.1774
5540	4.13839
5550	4.21672
5560	4.18785
5570	4.19122
5580	4.16995
5590	4.19592
5600	4.18901
5610	4.16579
5620	4.16885
5630	4.21752
5640	4.25214
5650	4.24217
5660	4.2126
5670	4.24371
5680	4.25837
5690	4.25919
5700	4.24078
5710	4.22411
5720	4.17794
5730	4.16355
5740	4.09766
5750	4.08082
5760	4.03964
5770	4.01789
5780	4.03418
5790	4.02747
5800	4.04709
5810	4.10258
5820	4.15053
5830	4.23073
5840	4.25572
5850	4.27106
5860	4.22323
5870	4.25183
5880	4.23186
5890	4.2218
5900	4.16281
5910	4.15809
5920	4.19318
5930	4.20323
5940	4.15257
5950	4.17103
5960	4.16269
5970	4.14351
5980	4.22288
5990	4.26003
6000	4.28098
6010	4.30651
6020	4.27289
6030	4.24285
6040	4.24314
6050	4.23991
6060	4.22943
6070	4.20628
6080	4.1925
6090	4.20342
6100	4.18392
6110	4.18798
6120	4.2067
6130	4.22462
6140	4.183
6150	4.18262
6160	4.19838
6170	4.17144
6180	4.16984
6190	4.18055
6200	4.14579
6210	4.17198
6220	4.18066
6230	4.22555
6240	4.1799
6250	4.22474
6260	4.23371
6270	4.19943
6280	4.23975
6290	4.23155
6300	4.23872
6310	4.23226
6320	4.29745
6330	4.28618
6340	4.27761
6350	4.29514
6360	4.27192
6370	4.25502
6380	4.20302
6390	4.21786
6400	4.15966
6410	4.11471
6420	4.14017
6430	4.15505
6440	4.16218
6450	4.11215
6460	4.16667
6470	4.19023
6480	4.15469
6490	4.17157
6500	4.23423
6510	4.27739
6520	4.19363
6530	4.17249
6540	4.20572
6550	4.28873
6560	4.3094
6570	4.28148
6580	4.26284
6590	4.19231
6600	4.20104
6610	4.2039
6620	4.21802
6630	4.20498
6640	4.1556
6650	4.1933
6660	4.15327
6670	4.13573
6680	4.17125
6690	4.11732
6700	4.1583
6710	4.20505
6720	4.22475
6730	4.1676
6740	4.13643
6750	4.13405
6760	4.12103
6770	4.14654
6780	4.1393
6790	4.13612
6800	4.1045
6810	4.05023
6820	4.0897
6830	4.15987
6840	4.12097
6850	4.05348
6860	4.1086
6870	4.08226
6880	4.06185
6890	4.07552
6900	4.07403
6910	4.10946
6920	4.09537
6930	4.13243
6940	4.11518
6950	4.19932
6960	4.17429
6970	4.19375
6980	4.15156
6990	4.21702
7000	4.21797
7010	4.26414
7020	4.24806
7030	4.23097
7040	4.20877
7050	4.22891
7060	4.14536
7070	4.18677
7080	4.23643
7090	4.22618
7100	4.21983
7110	4.20835
7120	4.24708
7130	4.21096
7140	4.16394
7150	4.13085
7160	4.13534
7170	4.12127
7180	4.0713
7190	4.07975
7200	4.04696
7210	4.10509
7220	4.09157
7230	4.08986
7240	4.09246
7250	4.10844
7260	4.04566
7270	4.0294
7280	4.05478
7290	4.09089
7300	4.13469
7310	4.16938
7320	4.1617
7330	4.17499
7340	4.16362
7350	4.10738
7360	4.10267
7370	4.0808
7380	4.17172
7390	4.2481
7400	4.2582
7410	4.2238
7420	4.21548
7430	4.2341
7440	4.21695
7450	4.24703
7460	4.26099
7470	4.25506
7480	4.26247
7490	4.29656
7500	4.28489
7510	4.26401
7520	4.27577
7530	4.24151
7540	4.26462
7550	4.25358
7560	4.18908
7570	4.2112
7580	4.18547
7590	4.19036
7600	4.18134
7610	4.20997
7620	4.23906
7630	4.2627
7640	4.22268
7650	4.16893
7660	4.18117
7670	4.23304
7680	4.23944
7690	4.2634
7700	4.1853
7710	4.13355
7720	4.08151
7730	4.07966
7740	4.14137
7750	4.17069
7760	4.18346
7770	4.16079
7780	4.16049
7790	4.14431
7800	4.07661
7810	4.06996
7820	4.16192
7830	4.19497
7840	4.20969
7850	4.20563
7860	4.14306
7870	4.16836
7880	4.10287
7890	4.12671
7900	4.1144
7910	4.09319
7920	4.15944
7930	4.18637
7940	4.22852
7950	4.18192
7960	4.12581
7970	4.15738
7980	4.14431
7990	4.12286
8000	4.13171
8010	4.10333
8020	4.02222
8030	4.05557
8040	4.08396
8050	4.10202
8060	4.15285
8070	4.17738
8080	4.13848
8090	4.18373
8100	4.21764
8110	4.22723
8120	4.19855
8130	4.14225
8140	4.19816
8150	4.18693
8160	4.22565
8170	4.18392
8180	4.22207
8190	4.22566
8200	4.20365
8210	4.18843
8220	3.98162
8230	4.0361
8240	4.08212
8250	4.11809
8260	3.9993
8270	4.00873
8280	4.05281
8290	4.08116
8300	4.018
8310	4.10631
8320	4.11922
8330	4.09895
8340	4.12255
8350	4.10332
8360	4.08061
8370	4.13144
8380	4.14155
8390	4.16379
8400	4.09303
8410	4.10485
8420	4.10188
8430	4.03057
8440	4.07532
8450	4.10071
8460	4.13808
8470	4.1485
8480	4.16168
8490	4.19972
8500	4.18759
8510	4.18806
8520	4.2431
8530	4.2012
8540	4.21215
8550	4.28913
8560	4.26073
8570	4.24907
8580	4.21248
8590	4.20962
8600	4.1952
8610	4.23654
8620	4.17083
8630	4.18487
8640	4.19059
8650	4.20803
8660	4.18245
8670	4.15357
8680	4.14506
8690	4.22288
8700	4.23912
8710	4.26866
8720	4.23796
8730	4.19816
8740	4.19128
8750	4.11483
8760	4.13942
8770	4.15033
8780	4.16236
8790	4.16824
8800	4.15222
8810	4.1852
8820	4.20338
8830	4.1848
8840	4.16479
8850	4.17071
8860	4.20045
8870	4.1752
8880	4.11338
8890	4.08742
8900	4.11328
8910	4.07023
8920	4.10815
8930	4.15825
8940	4.14957
8950	4.12638
8960	4.10796
8970	4.1202
8980	4.08432
8990	4.15962
9000	4.17684
9010	4.20864
9020	4.21328
9030	4.22851
9040	4.20473
9050	4.17443
9060	4.12282
9070	4.0993
9080	4.1192
9090	4.08608
9100	4.05695
9110	4.0359
9120	4.04892
9130	4.13658
9140	4.20391
9150	4.12173
9160	4.10247
9170	4.12843
9180	4.14268
9190	4.10229
9200	4.13265
9210	4.14461
9220	4.13995
9230	4.14546
9240	4.18484
9250	4.15603
9260	4.15415
9270	4.22832
9280	4.22731
9290	4.25831
9300	4.26649
9310	4.30401
9320	4.268
9330	4.27085
9340	4.21828
9350	4.23185
9360	4.21716
9370	4.21588
9380	4.17229
9390	4.18877
9400	4.14798
9410	4.029
9420	4.04649
9430	4.07032
9440	4.02276
9450	4.0675
9460	4.12023
9470	4.1295
9480	4.12994
9490	4.17888
9500	4.13073
9510	4.11101
9520	4.13122
9530	4.16231
9540	4.12874
9550	4.12087
9560	4.16062
9570	4.19243
9580	4.25011
9590	4.24292
9600	4.20622
9610	4.21949
9620	4.21001
9630	4.13469
9640	4.14777
9650	4.17988
9660	4.16489
9670	4.13352
9680	4.19694
9690	4.21604
9700	4.18339
9710	4.23119
9720	4.21572
9730	4.2273
9740	4.18615
9750	4.20035
9760	4.19286
9770	4.22104
9780	4.19738
9790	4.14541
9800	4.15119
9810	4.12149
9820	4.17718
9830	4.21515
9840	4.20098
9850	4.17342
9860	4.17973
9870	4.19359
9880	4.20942
9890	4.20865
9900	4.21593
9910	4.20288
9920	4.21326
9930	4.19501
9940	4.24545
9950	4.22846
9960	4.2376
9970	4.24313
9980	4.23628
9990	4.28496
9999	4.25052
